House_ID,Type,Price,Construction_Date,Is_Active,Review,Area,Rating
87,Studio,879470,2017-08-03,True,Needs renovation.,936,1.0
88,Penthouse,163169,2000-04-18,False,Excellent place!,2189,1.0
89,Apartment,211042,2001-11-21,False,Overpriced!,4602,1.0
90,Townhouse,760019,2021-09-20,False,Highly recommended.,2261,3.0
91,Penthouse,168024,2009-04-02,True,Highly recommended.,512,3.0
92,Studio,700695,2011-01-25,,Highly recommended.,4970,4.0
93,Studio,587751,2002-04-15,False,Excellent place!,821,3.0
94,Townhouse,367212,1999-05-13,,Needs renovation.,1381,3.0
95,Apartment,535433,2013-05-26,False,Highly recommended.,1157,5.0
96,Apartment,785708,2009-07-13,True,Needs renovation.,867,4.0
97,Apartment,654885,2014-03-21,True,Excellent place!,837,3.0
98,Studio,592743,2009-10-11,False,Excellent place!,4053,3.0
99,Townhouse,691809,2021-03-25,False,Overpriced!,3461,3.0
100,Apartment,819986,1996-07-19,True,Highly recommended.,4294,3.0
101,Apartment,729082,1998-12-16,,Excellent place!,2527,5.0
102,Townhouse,851094,2009-11-25,,Overpriced!,1971,5.0
103,Townhouse,584650,2020-05-13,True,Excellent place!,1318,5.0
104,Apartment,138200,2003-07-27,True,Excellent place!,3758,
105,Penthouse,961597,1996-12-10,False,Needs renovation.,2427,4.0
106,Apartment,565830,1996-07-24,True,Needs renovation.,2580,
107,Villa,208276,2009-12-01,,Overpriced!,4848,
108,Townhouse,881787,2024-11-27,,Needs renovation.,4199,3.0
109,Townhouse,515874,2011-12-09,False,Highly recommended.,2019,4.0
110,Penthouse,462820,2019-08-12,False,Overpriced!,4574,
111,Villa,524663,2020-12-13,True,Overpriced!,4150,1.0
112,Villa,856690,1995-10-28,True,Highly recommended.,2129,
113,Townhouse,855040,2008-11-18,False,Highly recommended.,2394,4.0
114,Villa,250938,1997-12-11,,Worth the price.,3825,5.0
115,Apartment,333217,2008-01-31,,Needs renovation.,504,1.0
116,Villa,342464,2009-04-09,,Overpriced!,4359,5.0
117,Studio,390966,1998-12-26,False,Excellent place!,1330,3.0
118,Penthouse,654436,2016-05-05,False,Overpriced!,3408,5.0
119,Townhouse,524741,2016-07-01,,Needs renovation.,975,2.0
120,Townhouse,274877,2007-01-16,True,Needs renovation.,1179,5.0
121,Villa,593201,2022-11-19,False,Needs renovation.,780,4.0
122,Studio,103095,2020-03-31,True,Excellent place!,3546,2.0
123,Apartment,410585,2007-04-20,True,Needs renovation.,2475,4.0
124,Villa,112537,2005-04-01,True,Worth the price.,2779,
125,Penthouse,255689,1999-09-10,True,Overpriced!,628,1.0
126,Penthouse,171281,2012-09-18,,Needs renovation.,3065,1.0
127,Townhouse,570226,2022-07-10,False,Worth the price.,4771,4.0
128,Penthouse,481776,2013-09-01,,Overpriced!,4682,
129,Studio,932852,2020-07-23,,Excellent place!,510,
130,Apartment,756849,2024-01-19,True,Needs renovation.,4260,3.0
131,Apartment,679143,1998-12-19,,Highly recommended.,3040,5.0
132,Studio,697920,2021-07-07,True,Highly recommended.,4023,4.0
133,Studio,528320,2017-06-30,False,Needs renovation.,1173,
134,Apartment,247229,2016-05-12,False,Highly recommended.,4626,5.0
135,Villa,547738,2012-01-14,False,Highly recommended.,2611,2.0
136,Studio,530528,2006-02-17,True,Overpriced!,4718,3.0
137,Studio,679091,2021-04-17,,Worth the price.,3058,3.0
138,Apartment,816325,2012-05-05,,Worth the price.,2685,4.0
139,Townhouse,815137,2011-09-03,False,Excellent place!,567,5.0
140,Apartment,193572,2005-02-20,,Overpriced!,601,1.0
141,Penthouse,324691,2002-09-30,False,Highly recommended.,4075,1.0
142,Villa,360687,2023-12-22,True,Excellent place!,4024,3.0
143,Penthouse,860394,2018-12-21,,Overpriced!,2808,3.0
144,Townhouse,503698,2008-08-30,True,Excellent place!,2016,4.0
145,Apartment,159799,2005-10-01,True,Excellent place!,3460,3.0
146,Villa,773498,2022-02-02,,Worth the price.,3300,2.0
147,Villa,577670,2001-07-28,,Overpriced!,4173,1.0
148,Studio,826580,2006-03-17,False,Highly recommended.,3216,
149,Studio,770514,2015-01-21,True,Excellent place!,3680,2.0
150,Townhouse,481646,2001-02-22,True,Highly recommended.,2262,3.0
151,Penthouse,946054,2024-07-03,False,Overpriced!,3838,2.0
152,Studio,354923,2007-07-16,True,Worth the price.,2365,4.0
153,Apartment,706776,1998-10-17,False,Worth the price.,4575,1.0
154,Townhouse,372653,2010-03-11,False,Overpriced!,1323,1.0
155,Penthouse,644872,2012-11-01,,Overpriced!,3824,
156,Townhouse,446352,2004-05-12,True,Excellent place!,674,1.0
157,Penthouse,746586,2008-11-15,,Excellent place!,4903,1.0
158,Townhouse,525332,2024-03-27,True,Overpriced!,1755,
159,Apartment,881423,2010-04-15,True,Excellent place!,4829,3.0
160,Townhouse,449048,2018-12-10,,Worth the price.,1606,4.0
161,Studio,707072,2013-11-24,,Needs renovation.,1817,5.0
162,Villa,315276,2022-08-13,False,Needs renovation.,4086,
163,Studio,334083,2019-06-14,,Overpriced!,1016,
164,Studio,659008,2018-06-22,,Worth the price.,4500,2.0
165,Studio,512330,1997-02-07,,Worth the price.,4389,3.0
166,Studio,447475,1999-06-23,False,Excellent place!,1789,4.0
167,Villa,342804,2023-03-02,False,Worth the price.,845,4.0
168,Studio,293575,2025-01-21,False,Overpriced!,590,1.0
169,Apartment,263280,2001-01-22,True,Overpriced!,2358,3.0
170,Penthouse,618258,2004-12-14,True,Worth the price.,4833,3.0
171,Villa,633115,2021-12-30,False,Highly recommended.,3309,5.0
172,Studio,204189,2012-05-28,True,Excellent place!,3774,
173,Penthouse,106779,2021-11-01,,Worth the price.,4127,4.0
174,Studio,647599,2013-03-09,True,Excellent place!,3624,
175,Apartment,553267,2003-08-03,False,Worth the price.,1914,1.0
176,Villa,558100,2020-03-16,True,Worth the price.,4513,
177,Studio,518562,2022-02-08,True,Highly recommended.,2446,4.0
178,Villa,413416,2017-11-14,True,Excellent place!,4396,1.0
179,Townhouse,585721,2000-06-22,False,Needs renovation.,1119,5.0
180,Studio,311060,2000-06-18,True,Overpriced!,4162,4.0
181,Villa,787234,2008-05-04,,Highly recommended.,1072,3.0
182,Townhouse,230606,1996-11-07,True,Worth the price.,1793,3.0
183,Villa,142165,1997-06-04,,Excellent place!,3404,4.0
184,Townhouse,586027,2024-09-24,,Worth the price.,2751,5.0
185,Villa,485168,1996-05-03,,Overpriced!,1394,4.0
186,Studio,491266,2008-06-06,False,Highly recommended.,623,4.0
187,Studio,961842,2007-05-16,,Excellent place!,1292,4.0
188,Townhouse,558957,2020-08-07,True,Needs renovation.,3088,3.0
189,Penthouse,904379,2009-07-16,True,Overpriced!,2627,5.0
190,Penthouse,840277,2016-10-30,True,Worth the price.,3937,4.0
191,Penthouse,191389,1995-10-28,False,Highly recommended.,1633,3.0
192,Villa,878251,2016-08-30,True,Worth the price.,1353,1.0
193,Apartment,826118,2003-06-26,,Worth the price.,4307,4.0
194,Apartment,956952,2018-03-19,True,Worth the price.,3601,2.0
195,Villa,161570,2023-10-20,False,Overpriced!,3089,1.0
196,Apartment,959151,2011-03-24,False,Highly recommended.,2964,4.0
197,Studio,164376,2001-01-19,False,Worth the price.,4285,3.0
198,Villa,904045,1995-10-01,,Highly recommended.,4392,3.0
199,Villa,294163,2005-08-16,True,Worth the price.,593,
200,Apartment,746467,2020-06-14,False,Overpriced!,1860,
201,Townhouse,139041,2022-10-08,,Worth the price.,2307,5.0
202,Townhouse,341610,2004-08-26,False,Worth the price.,1555,2.0
203,Townhouse,480786,2017-11-10,True,Highly recommended.,1550,
204,Townhouse,421675,2013-10-01,True,Excellent place!,2693,4.0
205,Studio,896489,1999-03-16,False,Overpriced!,3286,4.0
206,Penthouse,433858,2021-03-17,False,Worth the price.,4526,4.0
207,Penthouse,478235,2021-07-29,False,Needs renovation.,2179,3.0
208,Townhouse,617974,2004-01-11,True,Needs renovation.,3657,5.0
209,Townhouse,256518,2005-02-27,,Overpriced!,3157,2.0
210,Townhouse,147046,1999-07-31,False,Excellent place!,3327,3.0
211,Penthouse,620772,2004-05-19,True,Overpriced!,692,5.0
212,Penthouse,659160,2010-07-18,True,Highly recommended.,4886,2.0
213,Villa,719169,2002-03-25,True,Needs renovation.,3382,4.0
214,Studio,887610,2005-05-26,,Excellent place!,519,5.0
215,Villa,123528,2016-01-11,False,Overpriced!,1841,5.0
216,Studio,485932,2018-06-06,False,Highly recommended.,1678,4.0
217,Apartment,998507,2006-12-22,False,Excellent place!,4999,
218,Apartment,695393,2022-09-07,True,Excellent place!,3051,1.0
219,Villa,487315,1998-02-13,True,Overpriced!,810,
220,Apartment,130471,2021-01-10,True,Excellent place!,2361,3.0
221,Apartment,449891,2015-11-20,,Needs renovation.,1096,5.0
222,Studio,918329,2015-11-02,False,Excellent place!,1553,1.0
223,Apartment,803414,1997-05-03,,Needs renovation.,967,3.0
224,Apartment,654601,2012-04-24,False,Needs renovation.,3011,5.0
225,Penthouse,176993,1999-01-29,,Excellent place!,3765,2.0
226,Villa,297140,2009-09-03,False,Worth the price.,1543,
227,Penthouse,171970,1997-05-15,True,Highly recommended.,3766,4.0
228,Studio,484490,2004-06-01,False,Worth the price.,4781,4.0
229,Studio,664521,1995-06-18,,Overpriced!,2600,5.0
230,Villa,605855,2017-12-21,,Excellent place!,992,3.0
231,Studio,553048,1999-05-22,False,Worth the price.,4240,2.0
232,Townhouse,389358,1995-05-24,,Excellent place!,3000,3.0
233,Villa,620751,2019-08-31,False,Excellent place!,1752,
234,Penthouse,785675,2016-06-18,,Worth the price.,1885,3.0
235,Apartment,997009,2008-06-16,,Highly recommended.,802,
236,Penthouse,937034,2024-02-22,False,Needs renovation.,638,5.0
237,Apartment,660623,2014-02-09,,Worth the price.,2997,5.0
238,Villa,812283,2002-12-06,True,Highly recommended.,1621,2.0
239,Townhouse,137121,2011-01-20,False,Excellent place!,3124,2.0
240,Studio,860152,2023-06-13,,Overpriced!,4833,5.0
241,Studio,645444,1995-09-23,,Worth the price.,3099,4.0
242,Studio,807631,1996-09-04,True,Overpriced!,1134,1.0
243,Apartment,648670,1999-09-02,False,Worth the price.,887,
244,Townhouse,657721,2002-05-05,False,Needs renovation.,933,4.0
245,Villa,410053,2024-06-16,,Worth the price.,2789,2.0
246,Villa,270996,2001-02-26,,Worth the price.,839,2.0
247,Townhouse,711784,1995-10-20,False,Overpriced!,2797,
248,Penthouse,976826,2001-08-06,True,Excellent place!,4943,1.0
249,Penthouse,294748,2017-09-16,False,Overpriced!,2015,4.0
250,Townhouse,751182,2013-05-17,False,Excellent place!,3138,
251,Penthouse,991421,2008-07-21,,Highly recommended.,4334,
252,Penthouse,970243,2015-03-23,True,Needs renovation.,1099,3.0
253,Studio,980701,2002-07-11,,Overpriced!,2240,1.0
254,Apartment,524297,2022-04-23,,Overpriced!,2942,2.0
255,Studio,531620,2018-03-17,False,Excellent place!,4510,2.0
256,Villa,391545,2003-09-23,False,Highly recommended.,3920,3.0
257,Studio,440629,2006-05-11,True,Excellent place!,3484,1.0
258,Apartment,281687,2019-05-05,,Overpriced!,3850,
259,Villa,594959,2020-01-25,False,Excellent place!,2546,1.0
260,Townhouse,888487,1996-08-30,False,Needs renovation.,2897,3.0
261,Apartment,882502,2000-08-08,False,Overpriced!,2072,1.0
262,Penthouse,776648,2023-12-13,False,Needs renovation.,3948,1.0
263,Villa,850703,1996-11-30,True,Worth the price.,3029,5.0
264,Townhouse,896914,2015-07-21,False,Needs renovation.,942,1.0
265,Penthouse,221158,2015-07-26,,Excellent place!,3578,3.0
266,Townhouse,898634,2016-07-29,,Excellent place!,3920,1.0
267,Studio,754465,2016-07-26,True,Excellent place!,1807,1.0
268,Apartment,161252,2022-03-08,True,Excellent place!,3049,5.0
269,Apartment,702619,2023-07-10,False,Needs renovation.,4929,1.0
270,Townhouse,586680,1997-04-16,False,Excellent place!,1170,4.0
271,Apartment,904176,2014-06-25,,Overpriced!,1639,3.0
272,Penthouse,889465,2014-10-24,False,Highly recommended.,2039,4.0
273,Apartment,341901,2017-02-18,True,Excellent place!,4841,2.0
274,Apartment,372937,2010-01-11,,Needs renovation.,4782,2.0
275,Apartment,378111,2023-07-31,True,Excellent place!,3878,5.0
276,Apartment,520624,2013-07-02,,Worth the price.,2933,2.0
277,Apartment,669282,2010-03-31,True,Overpriced!,1702,
278,Villa,546445,2023-07-26,True,Excellent place!,2283,4.0
279,Studio,756977,2011-04-15,,Needs renovation.,1997,4.0
280,Apartment,231911,2019-01-03,False,Highly recommended.,1910,5.0
281,Villa,296519,2025-04-02,True,Excellent place!,3878,4.0
282,Villa,107851,2015-12-05,True,Highly recommended.,2211,
283,Villa,532858,2003-05-12,False,Excellent place!,1545,5.0
284,Apartment,342332,2004-05-31,,Overpriced!,1722,
285,Townhouse,107801,2017-06-01,True,Worth the price.,1392,1.0
286,Villa,654508,2016-05-04,False,Excellent place!,1776,4.0
287,Townhouse,197406,2008-05-06,True,Worth the price.,4883,
288,Townhouse,643951,1996-07-23,False,Worth the price.,2842,5.0
289,Studio,432767,2005-07-18,True,Overpriced!,742,3.0
290,Apartment,682503,2025-02-17,False,Worth the price.,1419,
291,Studio,145370,2022-06-07,True,Worth the price.,1807,2.0
292,Penthouse,663622,2018-04-07,True,Highly recommended.,726,5.0
293,Townhouse,873411,2010-05-13,True,Worth the price.,4409,2.0
294,Penthouse,806096,2004-01-09,,Highly recommended.,1514,1.0
295,Studio,300691,2009-09-30,,Needs renovation.,4096,3.0
296,Townhouse,832448,2006-06-01,True,Overpriced!,4763,3.0
297,Apartment,454048,2012-06-30,True,Highly recommended.,688,5.0
298,Townhouse,153252,2018-06-29,,Excellent place!,2201,2.0
299,Apartment,301259,2010-11-29,False,Worth the price.,3536,5.0
300,Studio,954785,2015-06-03,True,Needs renovation.,1181,5.0
301,Townhouse,860497,2012-07-05,True,Worth the price.,2317,1.0
302,Townhouse,673134,2015-08-13,False,Worth the price.,2997,4.0
303,Villa,714879,2020-12-03,True,Needs renovation.,3670,1.0
304,Villa,330226,2011-04-05,False,Worth the price.,2268,1.0
305,Studio,913882,2020-02-06,False,Needs renovation.,4539,1.0
306,Apartment,595069,2021-01-26,True,Overpriced!,1522,
307,Studio,478179,1995-06-18,False,Overpriced!,1567,4.0
308,Townhouse,297965,2015-09-23,False,Overpriced!,1116,5.0
309,Villa,946770,2022-03-17,,Worth the price.,1178,5.0
310,Apartment,671292,2015-05-26,,Worth the price.,1899,2.0
311,Studio,531543,2021-10-14,False,Excellent place!,1305,
312,Townhouse,155920,2024-07-22,False,Worth the price.,3206,3.0
313,Villa,846674,2011-08-03,,Overpriced!,3998,2.0
314,Townhouse,760510,2006-12-31,False,Overpriced!,1909,2.0
315,Penthouse,514513,2005-10-10,False,Highly recommended.,4501,3.0
316,Penthouse,190277,2022-04-03,False,Overpriced!,2232,2.0
317,Apartment,420022,2010-09-10,True,Worth the price.,3279,2.0
318,Studio,234010,2009-02-09,False,Overpriced!,640,1.0
319,Apartment,512864,1995-05-15,True,Overpriced!,3775,2.0
320,Penthouse,800026,2006-07-31,,Worth the price.,1776,2.0
321,Apartment,252097,1998-09-04,False,Needs renovation.,4109,3.0
322,Studio,823674,2003-04-13,False,Overpriced!,3281,2.0
323,Townhouse,334701,2003-03-15,,Highly recommended.,1099,4.0
324,Villa,352171,1996-04-25,False,Excellent place!,765,3.0
325,Townhouse,427786,2018-04-27,True,Worth the price.,4097,
326,Townhouse,727564,1999-08-26,True,Worth the price.,4074,5.0
327,Apartment,160445,2001-03-18,,Needs renovation.,4872,
328,Apartment,994528,2014-07-24,,Needs renovation.,2847,3.0
329,Penthouse,500651,2018-03-01,True,Worth the price.,2913,5.0
330,Studio,983312,2003-01-04,False,Overpriced!,4681,5.0
331,Villa,426573,2025-02-14,False,Needs renovation.,2123,
332,Townhouse,782837,2021-09-24,True,Overpriced!,1459,1.0
333,Villa,643879,2016-12-28,,Worth the price.,572,
334,Villa,385083,2016-02-15,True,Overpriced!,2263,1.0
335,Studio,521441,2001-01-18,True,Excellent place!,2473,1.0
336,Villa,829401,2001-05-13,,Overpriced!,4114,
337,Townhouse,834201,2007-11-02,True,Highly recommended.,2355,4.0
338,Villa,653295,2018-12-25,,Needs renovation.,4984,3.0
339,Apartment,632005,2008-06-23,False,Overpriced!,3532,2.0
340,Penthouse,823125,2000-11-21,True,Excellent place!,674,3.0
341,Townhouse,183799,2022-04-23,,Highly recommended.,748,4.0
342,Studio,395219,2011-09-28,True,Highly recommended.,3966,3.0
343,Apartment,217289,2022-03-17,True,Worth the price.,2241,2.0
344,Townhouse,872235,2010-08-30,True,Highly recommended.,1323,4.0
345,Studio,586313,2010-05-31,False,Worth the price.,1201,1.0
346,Studio,839328,2022-02-03,,Excellent place!,1705,5.0
347,Studio,591058,2017-09-08,False,Excellent place!,1087,4.0
348,Penthouse,170368,1998-10-30,False,Excellent place!,3397,5.0
349,Penthouse,999937,1997-08-25,True,Excellent place!,3754,4.0
350,Penthouse,475032,1996-11-28,True,Excellent place!,1946,
351,Penthouse,942029,2005-06-14,True,Needs renovation.,3156,
352,Apartment,452874,2018-08-14,True,Excellent place!,4405,5.0
353,Penthouse,751907,2006-07-21,False,Highly recommended.,4133,5.0
354,Studio,901445,2009-08-14,,Worth the price.,4997,
355,Apartment,613690,2011-08-16,False,Overpriced!,4455,5.0
356,Apartment,991584,2015-08-31,True,Highly recommended.,3424,1.0
357,Apartment,572610,1997-01-10,False,Worth the price.,2560,3.0
358,Apartment,356482,2001-07-27,True,Overpriced!,4103,
359,Townhouse,155991,1999-08-28,False,Highly recommended.,1348,4.0
360,Penthouse,654445,1997-08-01,False,Needs renovation.,3184,
361,Penthouse,436465,2015-05-25,False,Highly recommended.,598,3.0
362,Townhouse,638968,2018-08-22,True,Overpriced!,2756,
363,Apartment,816273,2011-08-23,True,Highly recommended.,2823,2.0
364,Apartment,225171,2013-06-28,True,Excellent place!,1021,1.0
365,Studio,570911,2009-09-30,,Worth the price.,3719,3.0
366,Villa,635377,1999-12-28,False,Excellent place!,1586,2.0
367,Penthouse,313703,2008-08-06,,Needs renovation.,4915,5.0
368,Studio,354210,1998-02-07,True,Highly recommended.,2317,5.0
369,Townhouse,471435,2018-11-17,False,Overpriced!,761,2.0
370,Penthouse,491995,1999-04-22,False,Overpriced!,815,5.0
371,Villa,942653,1997-05-31,,Needs renovation.,1704,2.0
372,Studio,156514,2003-03-07,False,Highly recommended.,3852,2.0
373,Townhouse,673519,2001-08-15,False,Needs renovation.,1606,5.0
374,Studio,542523,2000-06-02,,Highly recommended.,1094,4.0
375,Apartment,336627,1997-06-26,,Excellent place!,678,1.0
376,Villa,975479,2014-01-17,,Excellent place!,1964,2.0
377,Townhouse,582822,2020-02-18,False,Worth the price.,2693,1.0
378,Studio,899215,2011-05-04,True,Highly recommended.,3948,
379,Townhouse,479425,2016-12-09,True,Needs renovation.,4447,1.0
380,Apartment,237455,2014-06-04,False,Highly recommended.,2564,1.0
381,Studio,814430,2006-09-09,True,Needs renovation.,1555,2.0
382,Apartment,405123,2023-07-25,True,Excellent place!,4004,3.0
383,Studio,500511,1996-01-14,False,Highly recommended.,3693,1.0
384,Studio,828904,2007-12-08,False,Highly recommended.,3147,4.0
385,Penthouse,941153,2001-05-05,,Excellent place!,574,5.0
386,Townhouse,975298,1998-11-29,True,Excellent place!,3089,1.0
387,Studio,388956,2019-06-09,True,Excellent place!,3759,3.0
388,Studio,297350,2024-05-05,,Excellent place!,4832,5.0
389,Penthouse,514233,2013-10-15,False,Excellent place!,4566,2.0
390,Apartment,669068,2000-02-06,True,Excellent place!,1972,2.0
391,Villa,366609,2002-02-11,False,Overpriced!,997,2.0
392,Villa,451756,2007-03-24,False,Highly recommended.,2032,4.0
393,Villa,464671,2022-01-01,,Worth the price.,2799,
394,Studio,447873,2024-11-13,,Needs renovation.,2506,4.0
395,Studio,976529,2001-01-18,False,Worth the price.,3462,1.0
396,Studio,426023,2023-10-04,False,Highly recommended.,670,
397,Villa,172061,2000-07-06,,Highly recommended.,2968,4.0
398,Studio,498293,2003-05-22,False,Highly recommended.,2273,3.0
399,Studio,542203,2004-08-09,,Overpriced!,3916,4.0
400,Villa,376382,2009-05-03,True,Needs renovation.,3752,2.0
401,Apartment,480342,2013-02-05,,Excellent place!,3605,2.0
402,Villa,640976,2006-04-22,True,Overpriced!,1801,1.0
403,Apartment,476287,1997-01-09,True,Excellent place!,4792,5.0
404,Townhouse,422025,1995-12-04,True,Worth the price.,4304,5.0
405,Townhouse,502514,2014-04-04,True,Needs renovation.,4773,4.0
406,Apartment,558894,2007-04-08,False,Worth the price.,1965,1.0
407,Studio,479364,1995-04-21,False,Worth the price.,4167,5.0
408,Townhouse,147793,2017-07-03,,Excellent place!,2784,2.0
409,Studio,226249,2018-12-26,,Needs renovation.,2507,5.0
410,Penthouse,405090,2017-02-16,False,Needs renovation.,2058,2.0
411,Studio,455344,2000-07-01,False,Overpriced!,2464,
412,Studio,692351,2019-01-12,True,Needs renovation.,514,2.0
413,Villa,273035,2005-09-19,True,Worth the price.,2754,
414,Apartment,790279,2020-11-25,False,Overpriced!,3639,
415,Villa,742391,2004-01-13,,Overpriced!,3507,3.0
416,Penthouse,780166,2010-10-15,True,Excellent place!,4328,4.0
417,Apartment,855712,2005-09-06,True,Worth the price.,2877,
418,Apartment,706004,2016-10-14,,Needs renovation.,3542,1.0
419,Villa,292870,1998-04-10,True,Excellent place!,4447,5.0
420,Apartment,234261,2024-12-06,True,Needs renovation.,3427,4.0
421,Apartment,117789,1995-12-05,False,Excellent place!,1322,1.0
422,Townhouse,592744,2005-07-21,,Highly recommended.,547,
423,Townhouse,614610,2014-08-12,,Worth the price.,4524,1.0
424,Townhouse,228278,2012-12-01,,Highly recommended.,4364,2.0
425,Apartment,429433,2024-08-01,,Excellent place!,3270,3.0
426,Apartment,943130,2022-12-25,False,Worth the price.,1435,1.0
427,Apartment,947918,2005-10-26,,Highly recommended.,2573,2.0
428,Apartment,189597,2005-08-11,False,Worth the price.,3859,2.0
429,Apartment,701646,2008-03-02,,Overpriced!,1089,1.0
430,Apartment,293061,1999-11-07,,Needs renovation.,866,5.0
